transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash,amount_ARS
T4301420,2023-08-03T17:02:26.043184,ACC251127,ACC356681,368.51,withdrawal,utilities,Dubai,pos,False,-1050.6223174025,1.61,17,0.22,UPI,152.36.8.149,D8164834,535168.6475
T3256061,2023-05-18T16:01:45.050320,ACC318686,ACC430724,317.82,withdrawal,online,Singapore,web,True,-3880.828791741667,-0.55,8,0.62,UPI,77.159.188.228,D4036394,461554.095
T1761891,2023-08-02T16:43:50.171637,ACC938201,ACC942848,119.91,payment,entertainment,Singapore,pos,True,2376.017173273889,0.36,11,0.76,ACH,0.199.6.235,D4007974,174139.2975
T2154522,2023-05-21T18:30:08.173592,ACC186240,ACC818517,1224.27,deposit,online,Sydney,web,False,,0.76,13,0.82,card,122.31.251.52,D7394505,1777946.1075
T1460220,2023-11-04T14:20:02.581788,ACC470223,ACC936180,399.7,withdrawal,grocery,Berlin,web,False,2429.9412489775,-0.52,13,0.19,UPI,166.238.238.222,D6840555,580464.325
T4317085,2023-07-25T14:24:59.510501,ACC404651,ACC998942,245.46,payment,restaurant,Dubai,mobile,True,-3273.446006813889,0.26,20,0.24,wire_transfer,68.49.75.248,D8725620,356469.28500000003
T3487001,2023-03-15T01:44:04.166256,ACC909954,ACC466661,1114.66,deposit,restaurant,Singapore,pos,False,1698.3980229972224,-1.09,20,0.85,UPI,2.247.158.135,D5252106,1618764.985
T3486945,2023-06-25T06:05:48.380638,ACC907477,ACC529391,168.62,withdrawal,travel,Dubai,pos,True,-816.8608018699999,0.72,1,0.2,card,91.26.223.65,D1206324,244878.39500000002
T3718167,2023-08-26T17:58:51.739947,ACC980994,ACC559095,8.02,payment,travel,Toronto,pos,True,4363.429103638611,-0.42,4,0.7,wire_transfer,167.141.121.193,D4958144,11647.045
T1499036,2023-02-22T11:23:12.310219,ACC858012,ACC527196,1287.52,deposit,grocery,Berlin,mobile,True,-1133.5106456091669,-0.28,8,0.98,card,37.211.157.218,D6680930,1869800.92
T2645796,2023-01-07T23:54:51.100161,ACC822443,ACC133212,940.98,deposit,utilities,Berlin,atm,True,-86.34466536361111,-1.36,13,0.14,UPI,160.67.132.227,D5614667,1366538.205
T3929432,2023-02-03T01:13:36.426000,ACC662670,ACC393058,12.71,transfer,entertainment,New York,web,True,-7129.171641416667,-0.94,11,0.95,card,229.84.135.96,D6123287,18458.0975
T1959524,2023-06-16T13:49:15.927731,ACC993464,ACC164115,9.5,transfer,utilities,Berlin,pos,True,250.51945073388887,-0.14,15,0.33,card,172.32.51.14,D6356508,13796.375
T3307112,2023-11-12T03:32:18.311199,ACC850027,ACC158996,19.28,payment,restaurant,Dubai,atm,True,3557.6762054216665,-1.35,1,0.46,wire_transfer,125.71.61.207,D1280771,27999.38
T2041375,2023-06-03T14:23:07.190789,ACC130014,ACC190240,276.92,withdrawal,online,London,web,True,-473.0851821691666,0.02,14,0.53,UPI,219.164.216.88,D3349019,402157.07
T1490748,2023-10-23T03:44:23.222512,ACC192680,ACC911243,16.01,payment,retail,Dubai,pos,True,4131.410734991111,0.25,11,0.97,UPI,160.132.242.200,D9024944,23250.522500000003
T4254523,2023-03-08T13:20:17.430787,ACC646539,ACC160046,83.72,payment,grocery,London,web,True,1555.122754038889,0.96,5,0.88,UPI,14.109.202.129,D5734466,121582.37
T1223249,2023-03-28T06:59:22.912854,ACC949663,ACC780630,437.05,withdrawal,utilities,New York,web,False,,0.83,5,0.35,wire_transfer,147.192.68.187,D7493975,634705.8625
T973545,2023-06-13T23:42:11.341533,ACC205116,ACC235077,1274.4,deposit,entertainment,Singapore,atm,True,-1863.7954820891664,-0.7,10,0.14,UPI,14.108.173.133,D9477544,1850747.4000000001
T1343989,2023-12-05T16:45:30.053211,ACC722908,ACC775082,246.81,withdrawal,entertainment,Sydney,mobile,True,559.4510710852777,-0.47,8,0.12,wire_transfer,162.67.34.222,D6594471,358429.8225
T1570379,2023-07-02T04:53:25.602947,ACC694838,ACC965849,769.48,deposit,travel,Sydney,atm,False,-4042.040209893333,0.91,9,0.37,UPI,150.23.44.189,D5149357,1117477.33
T153240,2023-03-29T19:39:15.767653,ACC726114,ACC692328,958.24,deposit,utilities,Singapore,pos,False,,1.23,2,0.93,ACH,154.88.45.7,D1496947,1391604.04
T1064918,2023-03-24T11:42:10.330917,ACC365486,ACC711910,398.35,deposit,travel,London,web,False,,-0.04,8,0.24,ACH,183.188.249.215,D2366826,578503.7875
T2270204,2023-09-06T13:28:44.630262,ACC801842,ACC140802,370.97,withdrawal,other,Dubai,mobile,False,-707.3263960088889,0.25,3,0.38,ACH,216.156.61.52,D1683997,538741.1825
T4848688,2023-06-16T08:03:32.303068,ACC157419,ACC776813,18.86,transfer,utilities,Sydney,mobile,True,2159.027053033611,-0.05,13,0.29,card,218.248.103.120,D3368254,27389.434999999998
T3991176,2023-09-28T15:54:05.821830,ACC168656,ACC954654,1221.2,deposit,utilities,Tokyo,mobile,False,2966.654571171111,-0.07,11,0.04,card,60.134.49.191,D8056587,1773487.7
T1820554,2023-02-28T11:55:26.738586,ACC919048,ACC273687,28.44,transfer,travel,London,mobile,True,-5247.469919557778,-0.96,2,0.18,card,60.62.189.152,D1072374,41301.990000000005
T420107,2023-12-24T12:43:07.231224,ACC807789,ACC328883,255.98,withdrawal,utilities,London,mobile,False,,0.69,1,0.98,card,51.218.249.22,D9989491,371746.95499999996
T3399288,2023-03-12T16:44:42.284365,ACC450578,ACC270185,287.65,withdrawal,entertainment,New York,mobile,False,-86.54015467916668,-0.7,14,0.79,ACH,199.87.113.146,D3378808,417739.71249999997
T4762835,2023-02-08T01:35:09.973410,ACC412871,ACC938801,1512.69,deposit,grocery,Singapore,atm,False,-5121.033493155833,1.35,9,0.55,card,186.174.58.252,D9182415,2196804.0525
T4242761,2023-03-27T19:09:33.949586,ACC173362,ACC657725,52.29,payment,grocery,Singapore,pos,False,-2724.354098965,-0.51,7,0.24,card,39.109.17.145,D6980847,75938.1525
T2682237,2023-05-07T20:59:39.488125,ACC722456,ACC901613,1493.02,deposit,retail,Singapore,pos,False,-1248.198788228889,-0.49,18,0.31,ACH,38.147.194.90,D8394551,2168238.295
T2408746,2023-12-31T06:17:05.128697,ACC149213,ACC303645,179.44,payment,other,Dubai,web,True,3504.417193638889,-0.32,6,0.9,ACH,147.34.102.96,D3219146,260591.74
T3084748,2023-06-26T03:29:08.637315,ACC230503,ACC909282,857.81,deposit,entertainment,Tokyo,pos,True,3575.2544528902777,-0.23,10,0.75,ACH,30.203.12.198,D4802534,1245754.5725
T1853772,2023-05-15T06:20:20.636834,ACC997440,ACC203232,438.55,withdrawal,entertainment,Sydney,web,False,-287.74836207694443,0.69,5,0.7,ACH,56.132.176.96,D7826384,636884.2375
T4385994,2023-04-30T12:33:10.083845,ACC616048,ACC637734,645.68,withdrawal,retail,Berlin,pos,True,-5295.758213045277,0.23,10,0.28,wire_transfer,129.240.64.152,D6512425,937688.7799999999
T2484819,2023-06-11T15:11:52.706275,ACC887520,ACC400239,0.01,withdrawal,other,Singapore,atm,True,128.663250035,-0.31,8,0.64,wire_transfer,239.40.251.255,D2377681,14.5225
T4641260,2023-09-19T13:27:58.526578,ACC499504,ACC703432,281.27,withdrawal,online,Singapore,web,False,510.3589089211112,-0.38,14,0.76,UPI,184.129.166.224,D7942633,408474.3575
T5005909,2023-01-12T23:00:14.271845,ACC834442,ACC281788,1972.19,deposit,online,Toronto,atm,True,-1663.1629223780556,-0.89,3,0.31,wire_transfer,244.36.110.146,D5104363,2864112.9275
T1717361,2023-01-31T15:20:37.801081,ACC366765,ACC994179,148.79,payment,restaurant,Tokyo,mobile,False,-1096.6708709644445,-0.16,15,0.83,ACH,147.98.120.254,D1779431,216080.2775
T2174977,2023-06-17T12:29:59.052702,ACC137974,ACC657633,0.01,withdrawal,online,New York,mobile,True,-3837.318946238056,-0.53,17,0.51,UPI,169.214.104.235,D2735258,14.5225
T1776291,2023-07-12T16:00:16.758439,ACC900992,ACC846437,892.87,deposit,entertainment,London,web,False,-3942.172350323056,0.05,8,0.66,ACH,219.154.206.82,D7689275,1296670.4575
T3519335,2023-11-02T19:43:17.132117,ACC674753,ACC283346,120.58,payment,online,Tokyo,web,False,2238.8576575222223,2.09,14,0.02,card,74.8.51.207,D9088914,175112.305
T4442539,2023-03-18T13:28:16.113591,ACC263741,ACC575744,1639.29,deposit,restaurant,Sydney,pos,True,-856.6159789222223,-0.39,20,0.58,wire_transfer,54.70.193.58,D9400864,2380658.9025
T4322029,2023-06-10T10:09:10.448738,ACC693474,ACC835634,546.54,deposit,utilities,Toronto,atm,True,2095.566869946667,-2.44,16,0.74,UPI,173.192.174.73,D8679720,793712.715
T3036976,2023-04-10T23:54:58.376491,ACC489890,ACC165913,170.03,transfer,utilities,New York,mobile,False,-4670.696367919167,-1.62,8,0.99,UPI,66.120.52.127,D8233879,246926.0675
T3365567,2023-02-20T07:32:03.210117,ACC658715,ACC248603,15.5,transfer,online,Singapore,mobile,False,-6143.205542934999,-0.07,10,0.3,UPI,128.169.133.188,D5702292,22509.875
T1718068,2023-01-22T06:07:31.688130,ACC861083,ACC121001,15.92,payment,restaurant,Toronto,pos,False,-2919.171003952777,-0.59,7,0.79,ACH,168.117.117.249,D2214316,23119.82
T749690,2023-02-19T11:56:28.997638,ACC599708,ACC636559,196.47,withdrawal,travel,Singapore,atm,True,889.1702928519444,0.97,14,0.53,ACH,165.90.136.209,D9921205,285323.5575
T424677,2023-11-19T06:22:06.556764,ACC560253,ACC925450,104.17,payment,retail,London,mobile,False,,-1.62,4,0.86,ACH,67.161.125.236,D8674589,151280.8825
T4698022,2023-03-07T21:53:05.472471,ACC452382,ACC999582,1530.74,deposit,utilities,Sydney,web,True,-4235.372277468333,1.82,11,0.78,card,243.24.54.222,D1072381,2223017.165
T3507431,2023-08-24T01:12:13.069922,ACC329375,ACC966243,8.85,transfer,restaurant,Dubai,mobile,True,1805.7187791775,-0.56,6,0.92,UPI,108.71.4.247,D1322984,12852.4125
T3844897,2023-11-16T21:15:25.563117,ACC184675,ACC987617,470.54,withdrawal,entertainment,Berlin,web,True,444.70412696,-1.97,2,0.48,card,103.196.59.55,D1566053,683341.7150000001
T2830067,2023-04-19T22:49:52.876366,ACC848000,ACC637500,34.67,transfer,grocery,Singapore,web,False,-806.0833332586111,0.19,9,0.06,card,15.37.43.92,D4986213,50349.5075
T2953831,2023-03-28T19:13:22.835970,ACC667779,ACC986164,715.58,deposit,entertainment,New York,pos,False,-1485.2673574022222,-0.78,5,0.85,wire_transfer,246.176.214.30,D3834719,1039201.055
T1145560,2023-08-03T12:53:50.070682,ACC882540,ACC862330,52.29,withdrawal,grocery,Toronto,web,False,,-0.59,12,0.23,card,191.215.63.186,D8202596,75938.1525
T5041865,2023-09-25T12:17:02.103397,ACC470021,ACC203374,382.96,withdrawal,travel,Dubai,mobile,False,-2172.62636088,0.32,11,0.71,card,50.64.176.90,D1944195,556153.6599999999
T2968089,2023-12-12T16:58:51.573473,ACC333602,ACC817430,457.35,withdrawal,retail,Sydney,atm,True,5294.353981413611,0.44,2,0.42,UPI,133.61.79.97,D6432212,664186.5375
T4924472,2023-10-28T05:50:11.228265,ACC858516,ACC116631,216.45,withdrawal,entertainment,Toronto,mobile,False,222.01731944888888,1.74,15,0.21,card,114.39.169.120,D1304119,314339.5125
T926204,2023-05-18T09:15:37.897512,ACC755357,ACC343762,241.38,withdrawal,travel,Dubai,web,True,-2201.490459963611,0.35,3,0.26,ACH,52.33.129.232,D5052128,350544.105
T3864971,2023-03-25T23:24:17.731818,ACC241862,ACC349838,25.67,transfer,retail,Tokyo,mobile,True,-4152.899823018333,1.44,9,0.19,UPI,67.125.211.126,D6594298,37279.2575
T2526217,2023-07-21T05:56:58.768939,ACC547569,ACC701596,78.8,payment,grocery,Dubai,mobile,False,2040.8989528836112,-1.21,10,0.68,wire_transfer,220.91.168.244,D3048826,114437.3
T4741076,2023-05-04T17:47:22.022061,ACC108662,ACC742553,17.75,payment,entertainment,Berlin,mobile,True,-1231.5182978105556,0.25,9,0.83,ACH,235.175.108.216,D7435564,25777.4375
T2618971,2023-05-20T00:51:14.576192,ACC525292,ACC437722,14.0,transfer,online,Berlin,pos,False,-1656.0090043955554,0.74,19,0.8,UPI,161.64.8.142,D8551608,20331.5
T1378524,2023-07-15T19:33:35.779149,ACC707347,ACC232233,560.98,payment,restaurant,Sydney,pos,True,828.6326835152777,-0.49,3,0.16,UPI,148.230.119.197,D8443282,814683.2050000001
T3836754,2023-02-24T08:33:16.026367,ACC831964,ACC115656,512.05,withdrawal,travel,Toronto,mobile,True,-6413.702245791945,2.18,16,0.93,UPI,11.244.139.46,D7362632,743624.6124999999
T1304769,2023-09-17T11:19:29.398194,ACC932907,ACC231762,1629.37,deposit,entertainment,Singapore,atm,True,3360.030257998056,0.4,12,0.57,UPI,129.46.44.6,D5909132,2366252.5825
T4274791,2023-10-15T14:29:47.911168,ACC758716,ACC999481,514.32,withdrawal,restaurant,Dubai,mobile,False,965.5134896280556,-2.2,16,0.01,ACH,215.243.55.125,D4400397,746921.2200000001
T157627,2023-10-09T01:54:25.953393,ACC795515,ACC842073,34.41,payment,retail,London,mobile,False,,0.37,17,0.13,wire_transfer,30.30.230.159,D3768840,49971.92249999999
T3161867,2023-09-01T10:57:46.402423,ACC195649,ACC437889,633.49,withdrawal,utilities,Tokyo,pos,False,4620.961567082778,-1.57,14,0.39,card,214.84.128.84,D2127101,919985.8525
T4389591,2023-03-13T18:55:31.716173,ACC855463,ACC777607,17.9,payment,retail,Singapore,web,False,-4770.5711174083335,0.42,19,0.55,UPI,88.187.117.5,D9386672,25995.274999999998
T896310,2023-09-06T08:14:56.087108,ACC426647,ACC756042,339.39,withdrawal,online,London,web,False,4024.90401374,-0.26,1,0.19,card,31.113.42.145,D4987274,492879.1275
T4905313,2023-10-12T15:54:06.989885,ACC744689,ACC266356,45.51,payment,entertainment,Tokyo,atm,True,1565.456873251111,-0.38,5,0.41,UPI,30.108.228.42,D7536482,66091.89749999999
T1482325,2023-10-10T03:55:31.444992,ACC276867,ACC300653,323.21,payment,utilities,Berlin,pos,False,,1.13,10,0.73,UPI,115.207.49.243,D9025002,469381.7225
T2582325,2023-07-29T23:48:45.885135,ACC334606,ACC640551,19.75,transfer,entertainment,Toronto,web,True,-2860.741581393056,-1.22,8,0.35,wire_transfer,77.91.170.1,D9187860,28681.9375
T2418014,2023-11-17T04:48:00.772674,ACC873822,ACC658945,7.57,payment,retail,Dubai,atm,False,2121.8224472925,0.87,7,0.59,card,68.145.191.80,D8351367,10993.532500000001
T3295122,2023-07-17T13:13:14.432719,ACC167775,ACC675083,377.13,withdrawal,travel,New York,mobile,True,2742.771017775278,-0.59,6,0.73,card,154.218.231.136,D5538213,547687.0425
T2986361,2023-02-03T15:03:09.009888,ACC355854,ACC402253,11.16,transfer,online,Tokyo,atm,False,-1051.4003500127778,-0.9,13,0.65,ACH,248.98.200.52,D5499174,16207.11
T3678927,2023-05-26T18:51:22.008081,ACC425882,ACC971944,604.73,withdrawal,travel,London,mobile,True,-3420.1492338222224,0.4,2,0.21,wire_transfer,51.67.27.204,D6831362,878219.1425000001
T1518560,2023-12-11T04:36:26.296765,ACC341878,ACC487065,58.48,payment,retail,Dubai,web,False,2358.4463388316663,-0.12,4,0.09,wire_transfer,153.46.65.39,D6572748,84927.58
T2905272,2023-05-17T23:29:19.407926,ACC210957,ACC441503,298.43,withdrawal,online,New York,atm,False,2786.1561863594447,0.11,17,0.98,UPI,69.40.167.54,D4640241,433394.9675
T5062117,2023-10-23T10:43:40.123367,ACC180872,ACC890620,360.15,deposit,other,Toronto,atm,True,5350.402677769722,0.59,2,0.1,card,89.81.92.49,D4624104,523027.83749999997
T3121118,2023-04-24T09:06:43.971455,ACC954976,ACC328958,293.97,withdrawal,retail,New York,web,False,-4349.061961732222,-1.18,1,0.78,wire_transfer,100.24.34.80,D6861115,426917.93250000005
T2381740,2023-01-06T10:30:11.513283,ACC289619,ACC770360,1236.02,deposit,online,New York,pos,True,-3484.5580596113887,-0.05,12,0.46,UPI,232.107.138.232,D4774755,1795010.045
T2200127,2023-10-14T11:50:36.325683,ACC701009,ACC564172,198.46,deposit,other,Dubai,web,False,949.0475173641668,-0.44,3,0.27,card,49.192.40.219,D5570106,288213.53500000003
T4952487,2023-09-11T09:39:29.362002,ACC113315,ACC254386,497.6,deposit,retail,Sydney,mobile,True,-1032.6451495397223,0.32,9,0.21,wire_transfer,246.105.16.184,D3773369,722639.6
T328105,2023-04-10T19:01:46.278725,ACC434049,ACC460088,26.16,transfer,entertainment,New York,pos,False,,0.15,13,0.97,wire_transfer,165.161.222.101,D1922307,37990.86
T1858211,2023-11-08T15:07:15.967209,ACC619224,ACC844934,101.18,withdrawal,online,Sydney,mobile,False,,0.22,16,0.66,UPI,34.166.109.142,D5053536,146938.655
T1644777,2023-05-07T13:00:18.569621,ACC399900,ACC691715,308.8,withdrawal,retail,Berlin,web,False,2429.851809166945,1.03,20,0.05,ACH,15.241.125.189,D4635508,448454.8
T4944469,2023-06-30T20:04:06.630082,ACC958246,ACC238053,25.45,transfer,grocery,Dubai,pos,False,2706.924434431389,-1.54,8,0.66,ACH,62.0.101.75,D5151128,36959.7625
T5066228,2023-06-26T09:10:32.459012,ACC173160,ACC688525,13.05,transfer,retail,Singapore,atm,True,2542.0438206325,0.12,14,0.27,wire_transfer,213.32.227.15,D5829251,18951.8625
T5047761,2023-08-08T20:10:19.260775,ACC455377,ACC976724,864.55,deposit,entertainment,New York,atm,True,-1024.8092536727777,0.74,8,0.91,ACH,62.84.238.131,D7349315,1255542.7375
T1838095,2023-09-12T08:29:09.286130,ACC629084,ACC582837,6.35,transfer,utilities,New York,mobile,True,-1773.73283043,0.51,17,0.53,ACH,5.40.158.29,D2970324,9221.7875
T4826317,2023-07-23T18:09:44.679882,ACC261373,ACC988583,88.3,payment,restaurant,Sydney,web,False,-313.7288776902777,-3.36,20,0.37,wire_transfer,111.211.174.39,D4584986,128233.675
T2593869,2023-01-12T09:53:09.992031,ACC216259,ACC293758,70.87,payment,grocery,Tokyo,atm,True,-7746.596986459999,0.6,3,0.08,card,89.122.70.139,D4317310,102920.9575
T4402698,2023-12-11T06:10:34.281749,ACC184401,ACC205771,53.67,transfer,utilities,Singapore,mobile,False,2139.4948143980555,0.03,15,0.19,UPI,205.169.219.134,D7645082,77942.2575
T439817,2023-11-05T19:25:33.580703,ACC959220,ACC767557,9.01,payment,utilities,New York,atm,True,5533.161795681945,-0.57,11,0.58,ACH,145.208.36.188,D7697329,13084.7725
T4833042,2023-09-30T04:07:59.036272,ACC767760,ACC921005,57.99,payment,online,Toronto,mobile,True,4487.585581191389,-0.07,3,0.24,card,206.221.62.198,D1644920,84215.97750000001
T3673329,2023-09-22T19:08:46.682082,ACC291160,ACC815358,23.1,transfer,entertainment,Dubai,web,True,-991.5780087763889,0.4,11,0.21,ACH,87.143.156.179,D5109070,33546.975
T4196381,2023-03-25T00:35:02.260481,ACC666682,ACC718426,598.52,withdrawal,other,Toronto,pos,False,-2698.494827323056,1.29,4,0.91,ACH,95.160.62.97,D5215940,869200.6699999999
T3902766,2023-01-10T09:54:32.047753,ACC185717,ACC174579,31.34,withdrawal,grocery,Tokyo,web,False,-2782.953927940556,-0.48,14,0.31,ACH,80.126.192.116,D6857007,45513.515
T4944942,2023-05-20T23:10:55.893487,ACC879452,ACC407594,16.34,transfer,other,Berlin,web,True,-3403.9548011272223,-0.43,10,0.76,UPI,198.213.213.248,D5444175,23729.765
T3066012,2023-03-19T01:16:26.485197,ACC260347,ACC483902,6.76,payment,online,Dubai,atm,True,-1535.9563884077777,0.55,2,0.34,card,191.87.139.169,D9411514,9817.21
T3431463,2023-02-17T13:01:55.171426,ACC392139,ACC586824,867.5,deposit,retail,Berlin,atm,False,-3344.624110075556,-0.45,10,0.34,card,184.105.204.4,D2036560,1259826.875
T4569808,2023-10-21T18:08:17.726362,ACC900531,ACC760145,16.64,transfer,grocery,Sydney,pos,True,2509.819247183056,-0.5,8,0.9,wire_transfer,34.225.26.2,D7097130,24165.440000000002
T3202516,2023-02-13T17:57:54.630949,ACC584580,ACC445844,2305.57,deposit,entertainment,Dubai,atm,True,-418.3224419886111,2.04,17,0.69,UPI,164.75.42.156,D3307427,3348264.0325
T3712116,2023-04-14T22:24:45.426547,ACC645420,ACC930654,1266.85,deposit,online,Singapore,mobile,True,-3110.910609079445,-0.21,12,0.16,card,75.126.178.58,D2244792,1839782.9124999999
T4073000,2023-08-21T06:49:22.517140,ACC725152,ACC446784,936.59,deposit,retail,Berlin,atm,True,-2091.612566280556,0.81,12,0.28,UPI,170.241.62.39,D4160677,1360162.8275000001
T502043,2023-03-08T00:09:23.024868,ACC463905,ACC436308,85.25,payment,restaurant,Singapore,web,True,-3536.578308983889,1.77,9,0.83,ACH,239.60.27.201,D6352975,123804.3125
T3041821,2023-01-29T14:09:06.669521,ACC200294,ACC714129,376.81,withdrawal,retail,Sydney,web,True,-1472.8205310575,1.42,6,0.6,UPI,128.72.220.120,D7581213,547222.3225
T615901,2023-04-28T20:47:43.380549,ACC705032,ACC730243,751.37,withdrawal,utilities,Berlin,atm,False,,-0.22,18,0.43,ACH,32.171.10.182,D6288814,1091177.0825
T4626775,2023-08-29T17:22:30.119798,ACC190945,ACC417813,21.78,transfer,utilities,Singapore,atm,True,68.74627662083333,0.78,6,0.91,wire_transfer,42.86.218.110,D1639325,31630.005
T3901165,2023-02-21T15:49:26.176139,ACC676417,ACC763340,1412.82,deposit,entertainment,London,pos,True,-1121.1006198055557,0.29,10,0.87,wire_transfer,161.169.50.80,D4699920,2051767.845
T1383699,2023-09-10T15:31:24.371755,ACC933499,ACC859422,50.3,transfer,entertainment,Berlin,atm,True,934.6637854005556,0.65,13,0.95,ACH,164.232.43.100,D1960783,73048.175
T3879313,2023-09-14T18:02:13.260891,ACC693039,ACC801799,9.1,transfer,utilities,Toronto,mobile,False,1979.1704305011112,-1.35,18,0.49,wire_transfer,210.153.9.104,D6094201,13215.475
T4284601,2023-04-24T06:38:30.905277,ACC192354,ACC791341,587.83,withdrawal,travel,New York,atm,True,-3871.0671543913886,1.04,10,0.99,wire_transfer,62.221.151.240,D8849852,853676.1175
T4908425,2023-01-16T21:00:35.249253,ACC845856,ACC215682,136.3,payment,utilities,Toronto,atm,False,-3347.6528404691667,-0.44,7,0.6,UPI,31.227.195.14,D4978536,197941.67500000002
T4796397,2023-10-14T12:07:30.668145,ACC360762,ACC650795,173.13,withdrawal,other,Singapore,mobile,True,-1532.0159647294445,-0.49,9,0.73,wire_transfer,180.152.215.224,D6215174,251428.04249999998
T990142,2023-08-08T16:17:17.254504,ACC416809,ACC971938,21.08,transfer,travel,Toronto,atm,True,1349.2074697241665,-2.25,17,0.88,card,1.169.227.21,D1756541,30613.429999999997
T3656730,2023-05-18T18:47:19.342982,ACC504787,ACC930149,14.08,withdrawal,utilities,Dubai,mobile,False,2957.2464083969444,1.81,11,0.01,wire_transfer,147.24.173.188,D3715608,20447.68
T3243574,2023-02-17T13:56:28.863641,ACC516359,ACC698074,99.33,withdrawal,other,London,atm,True,516.2631461494444,0.16,18,0.39,UPI,69.110.136.220,D5460388,144251.9925
T4232411,2023-07-31T16:47:47.870438,ACC414500,ACC525752,166.68,payment,grocery,Tokyo,mobile,False,-1650.722353486389,-0.79,3,0.31,UPI,48.78.235.135,D1747963,242061.03
T2357614,2023-09-08T01:17:08.634135,ACC349799,ACC265624,9.2,transfer,restaurant,Tokyo,web,False,-1849.6382758952775,-0.86,18,0.25,UPI,84.67.186.77,D6920263,13360.699999999999
T3006310,2023-07-16T03:41:19.789963,ACC314203,ACC336709,11.25,transfer,retail,Sydney,pos,True,-3815.3961492619446,-0.67,11,0.55,card,118.2.189.49,D2371566,16337.8125
T2230876,2023-01-30T18:32:23.631402,ACC837031,ACC250307,13.72,transfer,utilities,Singapore,mobile,True,-101.88359192611112,0.02,3,0.84,ACH,196.243.254.82,D8252619,19924.870000000003
T4664257,2023-02-24T05:30:14.082792,ACC644268,ACC954286,218.29,payment,restaurant,Sydney,atm,True,-5237.428241424722,-0.92,18,0.83,card,134.252.251.117,D1222304,317011.65249999997
T4455939,2023-03-24T17:49:33.894588,ACC519350,ACC882061,50.74,transfer,retail,Tokyo,atm,True,-3269.900352674722,-1.19,1,0.59,wire_transfer,146.162.113.253,D4248580,73687.16500000001
T3680143,2023-01-06T05:15:08.798664,ACC742178,ACC575399,460.48,deposit,other,Berlin,atm,True,-434.6515695425,0.7,20,0.32,UPI,91.158.61.128,D8339320,668732.0800000001
T3316589,2023-07-29T00:19:32.337828,ACC854613,ACC128312,35.73,payment,other,New York,pos,True,1343.3953950383334,0.16,19,0.64,ACH,35.190.237.3,D7573716,51888.892499999994
T4770363,2023-10-13T19:04:46.629783,ACC181476,ACC713622,122.83,payment,grocery,Singapore,mobile,False,1164.7633619597225,-0.21,2,0.83,wire_transfer,200.174.200.4,D5022361,178379.8675
T2492731,2023-07-22T03:25:02.304618,ACC709051,ACC356830,253.6,withdrawal,other,Berlin,mobile,False,4660.724749795279,-1.41,17,0.56,ACH,79.242.224.91,D8237914,368290.6
T2917487,2023-08-06T17:05:42.405449,ACC896392,ACC896113,114.34,payment,entertainment,Berlin,pos,False,2168.7538382458333,0.55,4,0.43,UPI,59.67.229.101,D6447057,166050.265
T2550952,2023-04-06T22:53:02.502338,ACC202641,ACC471987,30.62,transfer,grocery,Sydney,web,False,-3925.244700297222,1.06,18,0.15,card,76.10.246.22,D3210358,44467.895000000004
T2109390,2023-07-31T05:42:49.344950,ACC589375,ACC592370,19.68,transfer,other,New York,atm,False,2496.3880396877776,-0.45,19,0.23,card,97.154.116.164,D8361919,28580.28
T1469446,2023-02-27T08:13:30.001508,ACC227839,ACC972599,15.98,transfer,entertainment,New York,web,False,-3290.556061073611,0.23,8,0.13,card,160.93.67.234,D6974382,23206.955
T4815960,2023-12-02T01:23:58.859288,ACC591493,ACC449279,1890.04,deposit,other,London,pos,True,7918.561383002778,-1.12,12,0.66,wire_transfer,12.108.93.36,D5392572,2744810.59
T755994,2023-08-30T09:26:33.814379,ACC177190,ACC169028,1554.85,deposit,online,Sydney,mobile,True,-1400.0923631677776,2.98,14,0.74,wire_transfer,254.152.74.83,D5198418,2258030.9125
T4445814,2023-01-13T00:41:09.380732,ACC447520,ACC712965,606.54,withdrawal,entertainment,Singapore,web,False,-7842.078572410834,0.63,10,0.85,wire_transfer,89.194.47.104,D9275302,880847.715
T2976853,2023-08-10T23:29:02.419047,ACC585312,ACC639660,1158.43,deposit,online,Sydney,pos,False,3013.452089188612,-0.28,19,0.15,ACH,167.243.14.146,D7271549,1682329.9675
T4408614,2023-07-04T17:27:47.478410,ACC508839,ACC780504,39.61,transfer,grocery,New York,web,True,1668.9042496805555,0.76,2,0.96,UPI,35.37.183.232,D1759277,57523.6225
T3030460,2023-01-30T03:57:13.159779,ACC740982,ACC994317,207.82,payment,other,Dubai,atm,True,-7659.87279869611,0.26,12,0.53,wire_transfer,166.180.127.105,D1489542,301806.595
T1323041,2023-09-12T06:02:00.384443,ACC891393,ACC181800,1799.42,deposit,online,Berlin,atm,True,2919.4730006705554,0.56,11,0.14,UPI,62.177.214.154,D5945317,2613207.6950000003
T1658484,2023-11-12T19:24:40.844847,ACC739823,ACC373729,29.4,transfer,travel,London,atm,True,6996.613958325555,1.09,4,0.51,UPI,189.112.23.175,D9422978,42696.15
